Episode_Number,person_scene,Line_Count,Total_Lines,Line_Percentage
82,Howard,28.0,211.0,13.270142180094787
82,Bernadette,6.0,211.0,2.843601895734597
82,Amy,9.0,211.0,4.265402843601896
82,Stuart,0.0,0.0,0.0
83,Leonard,54.0,203.0,26.60098522167488
83,Sheldon,51.0,203.0,25.12315270935961
83,Penny,19.0,203.0,9.35960591133005
83,Raj,30.0,203.0,14.77832512315271
83,Howard,11.0,203.0,5.41871921182266
83,Bernadette,10.0,203.0,4.926108374384237
83,Amy,28.0,203.0,13.793103448275861
83,Stuart,0.0,0.0,0.0
84,Leonard,29.0,169.0,17.159763313609467
84,Sheldon,80.0,169.0,47.337278106508876
84,Penny,16.0,169.0,9.467455621301776
84,Raj,1.0,169.0,0.591715976331361
84,Howard,1.0,169.0,0.591715976331361
84,Bernadette,10.0,169.0,5.9171597633136095
84,Amy,32.0,169.0,18.93491124260355
84,Stuart,0.0,0.0,0.0
85,Leonard,31.0,206.0,15.048543689320388
85,Sheldon,37.0,206.0,17.96116504854369
85,Penny,21.0,206.0,10.194174757281553
85,Raj,30.0,206.0,14.563106796116504
85,Howard,12.0,206.0,5.825242718446602
85,Bernadette,36.0,206.0,17.475728155339805
85,Amy,39.0,206.0,18.932038834951456
85,Stuart,0.0,0.0,0.0
86,Leonard,35.0,204.0,17.15686274509804
86,Sheldon,39.0,204.0,19.11764705882353
86,Penny,33.0,204.0,16.176470588235293
86,Raj,25.0,204.0,12.254901960784313
86,Howard,49.0,204.0,24.019607843137255
86,Bernadette,23.0,204.0,11.27450980392157
86,Amy,0.0,0.0,0.0
86,Stuart,0.0,0.0,0.0
87,Leonard,41.0,189.0,21.693121693121693
87,Sheldon,47.0,189.0,24.867724867724867
87,Penny,23.0,189.0,12.16931216931217
87,Raj,40.0,189.0,21.164021164021165
87,Howard,21.0,189.0,11.11111111111111
87,Bernadette,7.0,189.0,3.7037037037037033
87,Amy,10.0,189.0,5.291005291005291
87,Stuart,0.0,0.0,0.0
88,Leonard,31.0,172.0,18.023255813953487
88,Sheldon,24.0,172.0,13.953488372093023
88,Penny,43.0,172.0,25.0
88,Raj,37.0,172.0,21.511627906976745
88,Howard,13.0,172.0,7.55813953488372
88,Bernadette,6.0,172.0,3.488372093023256
88,Amy,18.0,172.0,10.465116279069768
88,Stuart,0.0,0.0,0.0
89,Leonard,47.0,183.0,25.683060109289617
89,Sheldon,50.0,183.0,27.322404371584703
89,Penny,31.0,183.0,16.939890710382514
89,Raj,12.0,183.0,6.557377049180328
89,Howard,20.0,183.0,10.92896174863388
89,Bernadette,0.0,0.0,0.0
89,Amy,23.0,183.0,12.568306010928962
89,Stuart,0.0,0.0,0.0
90,Leonard,39.0,182.0,21.428571428571427
90,Sheldon,21.0,182.0,11.538461538461538
90,Penny,15.0,182.0,8.241758241758241
90,Raj,1.0,182.0,0.5494505494505495
90,Howard,34.0,182.0,18.681318681318682
90,Bernadette,25.0,182.0,13.736263736263737
90,Amy,47.0,182.0,25.82417582417583
90,Stuart,0.0,0.0,0.0
91,Leonard,16.0,179.0,8.938547486033519
91,Sheldon,25.0,179.0,13.966480446927374
91,Penny,37.0,179.0,20.670391061452513
91,Raj,51.0,179.0,28.49162011173184
91,Howard,45.0,179.0,25.139664804469277
91,Bernadette,3.0,179.0,1.675977653631285
91,Amy,2.0,179.0,1.1173184357541899
91,Stuart,0.0,0.0,0.0
92,Leonard,47.0,210.0,22.380952380952383
92,Sheldon,51.0,210.0,24.285714285714285
92,Penny,10.0,210.0,4.761904761904762
92,Raj,6.0,210.0,2.857142857142857
92,Howard,34.0,210.0,16.19047619047619
92,Bernadette,35.0,210.0,16.666666666666664
92,Amy,9.0,210.0,4.285714285714286
92,Stuart,18.0,210.0,8.571428571428571
93,Leonard,27.0,115.0,23.47826086956522
93,Sheldon,59.0,115.0,51.30434782608696
93,Penny,10.0,115.0,8.695652173913043
93,Raj,6.0,115.0,5.217391304347826
93,Howard,8.0,115.0,6.956521739130435
93,Bernadette,0.0,0.0,0.0
93,Amy,5.0,115.0,4.3478260869565215
93,Stuart,0.0,0.0,0.0
94,Leonard,71.0,168.0,42.26190476190476
94,Sheldon,41.0,168.0,24.404761904761905
94,Penny,24.0,168.0,14.285714285714285
94,Raj,9.0,168.0,5.357142857142857
94,Howard,11.0,168.0,6.547619047619048
94,Bernadette,7.0,168.0,4.166666666666666
94,Amy,0.0,0.0,0.0
94,Stuart,5.0,168.0,2.976190476190476
95,Leonard,31.0,197.0,15.736040609137056
95,Sheldon,37.0,197.0,18.781725888324875
95,Penny,29.0,197.0,14.720812182741117
95,Raj,3.0,197.0,1.5228426395939088
95,Howard,12.0,197.0,6.091370558375635
95,Bernadette,25.0,197.0,12.690355329949238
95,Amy,60.0,197.0,30.456852791878177
95,Stuart,0.0,0.0,0.0
96,Leonard,65.0,182.0,35.714285714285715
96,Sheldon,34.0,182.0,18.681318681318682
96,Penny,61.0,182.0,33.51648351648351
96,Raj,6.0,182.0,3.296703296703297
96,Howard,4.0,182.0,2.197802197802198
96,Bernadette,6.0,182.0,3.296703296703297
96,Amy,6.0,182.0,3.296703296703297
96,Stuart,0.0,0.0,0.0
97,Leonard,27.0,179.0,15.083798882681565
97,Sheldon,54.0,179.0,30.16759776536313
97,Penny,19.0,179.0,10.614525139664805
97,Raj,15.0,179.0,8.379888268156424
97,Howard,17.0,179.0,9.497206703910614
97,Bernadette,7.0,179.0,3.910614525139665
97,Amy,26.0,179.0,14.52513966480447
97,Stuart,14.0,179.0,7.82122905027933
98,Leonard,69.0,201.0,34.32835820895522
98,Sheldon,49.0,201.0,24.378109452736318
98,Penny,35.0,201.0,17.412935323383085
98,Raj,9.0,201.0,4.477611940298507
98,Howard,6.0,201.0,2.9850746268656714
98,Bernadette,17.0,201.0,8.45771144278607
98,Amy,16.0,201.0,7.960199004975125
98,Stuart,0.0,0.0,0.0
99,Leonard,21.0,172.0,12.209302325581394
99,Sheldon,43.0,172.0,25.0
99,Penny,22.0,172.0,12.790697674418606
99,Raj,7.0,172.0,4.069767441860465
99,Howard,41.0,172.0,23.837209302325583
99,Bernadette,26.0,172.0,15.11627906976744
99,Amy,12.0,172.0,6.976744186046512
99,Stuart,0.0,0.0,0.0
100,Leonard,82.0,244.0,33.60655737704918
100,Sheldon,41.0,244.0,16.80327868852459
100,Penny,65.0,244.0,26.639344262295083
100,Raj,7.0,244.0,2.8688524590163933
100,Howard,8.0,244.0,3.278688524590164
100,Bernadette,21.0,244.0,8.60655737704918
100,Amy,20.0,244.0,8.19672131147541
100,Stuart,0.0,0.0,0.0
101,Leonard,35.0,148.0,23.64864864864865
101,Sheldon,25.0,148.0,16.89189189189189
101,Penny,34.0,148.0,22.972972972972975
101,Raj,27.0,148.0,18.243243243243242
101,Howard,10.0,148.0,6.756756756756757
101,Bernadette,4.0,148.0,2.7027027027027026
101,Amy,13.0,148.0,8.783783783783784
101,Stuart,0.0,0.0,0.0
102,Leonard,50.0,181.0,27.624309392265197
102,Sheldon,61.0,181.0,33.70165745856354
102,Penny,13.0,181.0,7.18232044198895
102,Raj,19.0,181.0,10.497237569060774
102,Howard,26.0,181.0,14.3646408839779
102,Bernadette,2.0,181.0,1.1049723756906076
102,Amy,2.0,181.0,1.1049723756906076
102,Stuart,8.0,181.0,4.41988950276243
103,Leonard,28.0,196.0,14.285714285714285
103,Sheldon,63.0,196.0,32.142857142857146
103,Penny,16.0,196.0,8.16326530612245
103,Raj,12.0,196.0,6.122448979591836
103,Howard,29.0,196.0,14.795918367346939
103,Bernadette,15.0,196.0,7.653061224489796
103,Amy,33.0,196.0,16.83673469387755
103,Stuart,0.0,0.0,0.0
104,Leonard,24.0,183.0,13.114754098360656
104,Sheldon,48.0,183.0,26.229508196721312
104,Penny,42.0,183.0,22.950819672131146
104,Raj,13.0,183.0,7.103825136612022
104,Howard,10.0,183.0,5.46448087431694
104,Bernadette,10.0,183.0,5.46448087431694
104,Amy,36.0,183.0,19.672131147540984
104,Stuart,0.0,0.0,0.0
105,Leonard,34.0,159.0,21.38364779874214
105,Sheldon,50.0,159.0,31.446540880503143
105,Penny,23.0,159.0,14.465408805031446
105,Raj,5.0,159.0,3.1446540880503147
105,Howard,22.0,159.0,13.836477987421384
105,Bernadette,17.0,159.0,10.69182389937107
105,Amy,8.0,159.0,5.031446540880504
105,Stuart,0.0,0.0,0.0
106,Leonard,24.0,188.0,12.76595744680851
106,Sheldon,42.0,188.0,22.340425531914892
106,Penny,41.0,188.0,21.808510638297875
106,Raj,15.0,188.0,7.9787234042553195
106,Howard,15.0,188.0,7.9787234042553195
106,Bernadette,8.0,188.0,4.25531914893617
106,Amy,38.0,188.0,20.212765957446805
106,Stuart,5.0,188.0,2.6595744680851063
107,Leonard,27.0,179.0,15.083798882681565
107,Sheldon,51.0,179.0,28.49162011173184
107,Penny,26.0,179.0,14.52513966480447
107,Raj,46.0,179.0,25.69832402234637
107,Howard,21.0,179.0,11.731843575418994
107,Bernadette,8.0,179.0,4.4692737430167595
107,Amy,0.0,0.0,0.0
107,Stuart,0.0,0.0,0.0
108,Leonard,14.0,179.0,7.82122905027933
108,Sheldon,72.0,179.0,40.22346368715084
108,Penny,12.0,179.0,6.70391061452514
108,Raj,13.0,179.0,7.262569832402235
108,Howard,61.0,179.0,34.07821229050279
108,Bernadette,7.0,179.0,3.910614525139665
108,Amy,0.0,0.0,0.0
108,Stuart,0.0,0.0,0.0
109,Leonard,31.0,173.0,17.91907514450867
109,Sheldon,22.0,173.0,12.716763005780345
109,Penny,26.0,173.0,15.028901734104046
109,Raj,24.0,173.0,13.872832369942195
109,Howard,29.0,173.0,16.76300578034682
109,Bernadette,22.0,173.0,12.716763005780345
109,Amy,11.0,173.0,6.358381502890173
109,Stuart,8.0,173.0,4.624277456647398
110,Leonard,46.0,179.0,25.69832402234637
110,Sheldon,36.0,179.0,20.11173184357542
110,Penny,25.0,179.0,13.966480446927374
110,Raj,4.0,179.0,2.2346368715083798
110,Howard,40.0,179.0,22.3463687150838
110,Bernadette,12.0,179.0,6.70391061452514
110,Amy,16.0,179.0,8.938547486033519
110,Stuart,0.0,0.0,0.0
111,Leonard,20.0,158.0,12.658227848101266
111,Sheldon,20.0,158.0,12.658227848101266
111,Penny,12.0,158.0,7.59493670886076
111,Raj,13.0,158.0,8.227848101265822
111,Howard,48.0,158.0,30.37974683544304
111,Bernadette,30.0,158.0,18.9873417721519
111,Amy,15.0,158.0,9.49367088607595
111,Stuart,0.0,0.0,0.0
112,Leonard,30.0,209.0,14.354066985645932
112,Sheldon,26.0,209.0,12.440191387559809
112,Penny,22.0,209.0,10.526315789473683
112,Raj,48.0,209.0,22.966507177033492
112,Howard,29.0,209.0,13.875598086124402
112,Bernadette,11.0,209.0,5.263157894736842
112,Amy,24.0,209.0,11.483253588516746
112,Stuart,19.0,209.0,9.090909090909092
113,Leonard,30.0,218.0,13.761467889908257
113,Sheldon,65.0,218.0,29.81651376146789
113,Penny,39.0,218.0,17.889908256880734
113,Raj,7.0,218.0,3.211009174311927
113,Howard,19.0,218.0,8.715596330275229
113,Bernadette,23.0,218.0,10.550458715596331
113,Amy,22.0,218.0,10.091743119266056
113,Stuart,13.0,218.0,5.963302752293578
114,Leonard,33.0,162.0,20.37037037037037
114,Sheldon,35.0,162.0,21.604938271604937
114,Penny,37.0,162.0,22.839506172839506
114,Raj,5.0,162.0,3.0864197530864197
114,Howard,16.0,162.0,9.876543209876543
114,Bernadette,15.0,162.0,9.25925925925926
114,Amy,21.0,162.0,12.962962962962962
114,Stuart,0.0,0.0,0.0
115,Leonard,28.0,194.0,14.432989690721648
115,Sheldon,44.0,194.0,22.68041237113402
115,Penny,27.0,194.0,13.917525773195877
115,Raj,15.0,194.0,7.731958762886598
115,Howard,41.0,194.0,21.1340206185567
115,Bernadette,12.0,194.0,6.185567010309279
115,Amy,17.0,194.0,8.762886597938143
115,Stuart,10.0,194.0,5.154639175257731
116,Leonard,33.0,213.0,15.492957746478872
116,Sheldon,25.0,213.0,11.737089201877934
116,Penny,39.0,213.0,18.30985915492958
116,Raj,19.0,213.0,8.92018779342723
116,Howard,41.0,213.0,19.248826291079812
116,Bernadette,31.0,213.0,14.553990610328638
116,Amy,17.0,213.0,7.981220657276995
116,Stuart,8.0,213.0,3.755868544600939
117,Leonard,45.0,189.0,23.809523809523807
117,Sheldon,48.0,189.0,25.396825396825395
117,Penny,37.0,189.0,19.576719576719576
117,Raj,16.0,189.0,8.465608465608465
117,Howard,16.0,189.0,8.465608465608465
117,Bernadette,12.0,189.0,6.349206349206349
117,Amy,15.0,189.0,7.936507936507936
117,Stuart,0.0,0.0,0.0
118,Leonard,13.0,164.0,7.926829268292683
118,Sheldon,53.0,164.0,32.31707317073171
118,Penny,21.0,164.0,12.804878048780488
118,Raj,2.0,164.0,1.2195121951219512
118,Howard,32.0,164.0,19.51219512195122
118,Bernadette,22.0,164.0,13.414634146341465
118,Amy,21.0,164.0,12.804878048780488
118,Stuart,0.0,0.0,0.0
119,Leonard,55.0,204.0,26.96078431372549
119,Sheldon,24.0,204.0,11.76470588235294
119,Penny,24.0,204.0,11.76470588235294
119,Raj,49.0,204.0,24.019607843137255
119,Howard,52.0,204.0,25.49019607843137
119,Bernadette,0.0,0.0,0.0
119,Amy,0.0,0.0,0.0
119,Stuart,0.0,0.0,0.0
120,Leonard,19.0,194.0,9.793814432989691
120,Sheldon,53.0,194.0,27.31958762886598
120,Penny,16.0,194.0,8.24742268041237
120,Raj,11.0,194.0,5.670103092783505
120,Howard,36.0,194.0,18.556701030927837
120,Bernadette,28.0,194.0,14.432989690721648
120,Amy,31.0,194.0,15.979381443298967
120,Stuart,0.0,0.0,0.0
121,Leonard,12.0,168.0,7.142857142857142
121,Sheldon,39.0,168.0,23.214285714285715
121,Penny,13.0,168.0,7.738095238095238
121,Raj,10.0,168.0,5.952380952380952
121,Howard,47.0,168.0,27.976190476190478
121,Bernadette,14.0,168.0,8.333333333333332
121,Amy,33.0,168.0,19.642857142857142
121,Stuart,0.0,0.0,0.0
122,Leonard,43.0,203.0,21.182266009852217
122,Sheldon,42.0,203.0,20.689655172413794
122,Penny,18.0,203.0,8.866995073891626
122,Raj,33.0,203.0,16.25615763546798
122,Howard,17.0,203.0,8.374384236453201
122,Bernadette,15.0,203.0,7.389162561576355
122,Amy,19.0,203.0,9.35960591133005
122,Stuart,16.0,203.0,7.8817733990147785
123,Leonard,51.0,169.0,30.17751479289941
123,Sheldon,47.0,169.0,27.810650887573964
123,Penny,33.0,169.0,19.526627218934912
123,Raj,18.0,169.0,10.650887573964498
123,Howard,13.0,169.0,7.6923076923076925
123,Bernadette,5.0,169.0,2.9585798816568047
123,Amy,2.0,169.0,1.183431952662722
123,Stuart,0.0,0.0,0.0
124,Leonard,35.0,200.0,17.5
124,Sheldon,34.0,200.0,17.0
124,Penny,36.0,200.0,18.0
124,Raj,21.0,200.0,10.5
124,Howard,16.0,200.0,8.0
124,Bernadette,21.0,200.0,10.5
124,Amy,28.0,200.0,14.000000000000002
124,Stuart,9.0,200.0,4.5
125,Leonard,31.0,174.0,17.81609195402299
125,Sheldon,53.0,174.0,30.45977011494253
125,Penny,16.0,174.0,9.195402298850574
125,Raj,24.0,174.0,13.793103448275861
125,Howard,35.0,174.0,20.114942528735632
125,Bernadette,10.0,174.0,5.747126436781609
125,Amy,5.0,174.0,2.8735632183908044
125,Stuart,0.0,0.0,0.0
126,Leonard,37.0,219.0,16.894977168949772
126,Sheldon,60.0,219.0,27.397260273972602
126,Penny,32.0,219.0,14.61187214611872
126,Raj,31.0,219.0,14.15525114155251
126,Howard,27.0,219.0,12.32876712328767
126,Bernadette,4.0,219.0,1.82648401826484
126,Amy,28.0,219.0,12.785388127853881
126,Stuart,0.0,0.0,0.0
127,Leonard,47.0,189.0,24.867724867724867
127,Sheldon,28.0,189.0,14.814814814814813
127,Penny,41.0,189.0,21.693121693121693
127,Raj,16.0,189.0,8.465608465608465
127,Howard,20.0,189.0,10.582010582010582
127,Bernadette,12.0,189.0,6.349206349206349
127,Amy,15.0,189.0,7.936507936507936
127,Stuart,10.0,189.0,5.291005291005291
128,Leonard,17.0,139.0,12.23021582733813
128,Sheldon,39.0,139.0,28.05755395683453
128,Penny,19.0,139.0,13.66906474820144
128,Raj,26.0,139.0,18.705035971223023
128,Howard,18.0,139.0,12.949640287769784
128,Bernadette,6.0,139.0,4.316546762589928
128,Amy,13.0,139.0,9.352517985611511
128,Stuart,1.0,139.0,0.7194244604316548
129,Leonard,21.0,119.0,17.647058823529413
129,Sheldon,22.0,119.0,18.487394957983195
129,Penny,15.0,119.0,12.605042016806722
129,Raj,10.0,119.0,8.403361344537815
129,Howard,20.0,119.0,16.80672268907563
129,Bernadette,16.0,119.0,13.445378151260504
129,Amy,15.0,119.0,12.605042016806722
129,Stuart,0.0,0.0,0.0
130,Leonard,30.0,220.0,13.636363636363635
130,Sheldon,46.0,220.0,20.909090909090907
130,Penny,27.0,220.0,12.272727272727273
130,Raj,14.0,220.0,6.363636363636363
130,Howard,45.0,220.0,20.454545454545457
130,Bernadette,41.0,220.0,18.636363636363637
130,Amy,17.0,220.0,7.727272727272727
130,Stuart,0.0,0.0,0.0
131,Leonard,42.0,162.0,25.925925925925924
131,Sheldon,52.0,162.0,32.098765432098766
131,Penny,13.0,162.0,8.024691358024691
131,Raj,19.0,162.0,11.728395061728394
131,Howard,12.0,162.0,7.4074074074074066
131,Bernadette,3.0,162.0,1.8518518518518516
131,Amy,21.0,162.0,12.962962962962962
131,Stuart,0.0,0.0,0.0
132,Leonard,23.0,163.0,14.11042944785276
132,Sheldon,33.0,163.0,20.245398773006134
132,Penny,30.0,163.0,18.404907975460123
132,Raj,33.0,163.0,20.245398773006134
132,Howard,20.0,163.0,12.269938650306749
132,Bernadette,5.0,163.0,3.067484662576687
132,Amy,19.0,163.0,11.65644171779141
132,Stuart,0.0,0.0,0.0
133,Leonard,31.0,154.0,20.12987012987013
133,Sheldon,46.0,154.0,29.87012987012987
133,Penny,18.0,154.0,11.688311688311687
133,Raj,14.0,154.0,9.090909090909092
133,Howard,26.0,154.0,16.883116883116884
133,Bernadette,19.0,154.0,12.337662337662337
133,Amy,0.0,0.0,0.0
133,Stuart,0.0,0.0,0.0
134,Leonard,18.0,163.0,11.042944785276074
134,Sheldon,39.0,163.0,23.92638036809816
134,Penny,18.0,163.0,11.042944785276074
134,Raj,27.0,163.0,16.56441717791411
134,Howard,22.0,163.0,13.496932515337424
134,Bernadette,11.0,163.0,6.748466257668712
134,Amy,28.0,163.0,17.177914110429448
134,Stuart,0.0,0.0,0.0
135,Leonard,39.0,194.0,20.103092783505154
135,Sheldon,34.0,194.0,17.525773195876287
135,Penny,48.0,194.0,24.742268041237114
135,Raj,43.0,194.0,22.164948453608247
135,Howard,14.0,194.0,7.216494845360824
135,Bernadette,5.0,194.0,2.5773195876288657
135,Amy,11.0,194.0,5.670103092783505
135,Stuart,0.0,0.0,0.0
136,Leonard,11.0,199.0,5.527638190954774
136,Sheldon,57.0,199.0,28.643216080402013
136,Penny,47.0,199.0,23.618090452261306
136,Raj,28.0,199.0,14.07035175879397
136,Howard,15.0,199.0,7.537688442211055
136,Bernadette,20.0,199.0,10.050251256281408
136,Amy,21.0,199.0,10.552763819095476
136,Stuart,0.0,0.0,0.0
137,Leonard,33.0,241.0,13.692946058091287
137,Sheldon,77.0,241.0,31.950207468879665
137,Penny,43.0,241.0,17.842323651452283
137,Raj,18.0,241.0,7.468879668049793
137,Howard,31.0,241.0,12.863070539419086
137,Bernadette,12.0,241.0,4.979253112033195
137,Amy,21.0,241.0,8.71369294605809
137,Stuart,6.0,241.0,2.4896265560165975
138,Leonard,44.0,236.0,18.64406779661017
138,Sheldon,40.0,236.0,16.94915254237288
138,Penny,40.0,236.0,16.94915254237288
138,Raj,21.0,236.0,8.898305084745763
138,Howard,31.0,236.0,13.135593220338984
138,Bernadette,30.0,236.0,12.711864406779661
138,Amy,26.0,236.0,11.016949152542372
138,Stuart,4.0,236.0,1.694915254237288
139,Leonard,47.0,184.0,25.543478260869566
139,Sheldon,27.0,184.0,14.673913043478262
139,Penny,26.0,184.0,14.130434782608695
139,Raj,24.0,184.0,13.043478260869565
139,Howard,19.0,184.0,10.326086956521738
139,Bernadette,7.0,184.0,3.804347826086957
139,Amy,17.0,184.0,9.239130434782608
139,Stuart,17.0,184.0,9.239130434782608
140,Leonard,17.0,186.0,9.13978494623656
140,Sheldon,61.0,186.0,32.795698924731184
140,Penny,13.0,186.0,6.989247311827956
140,Raj,13.0,186.0,6.989247311827956
140,Howard,26.0,186.0,13.978494623655912
140,Bernadette,18.0,186.0,9.67741935483871
140,Amy,38.0,186.0,20.43010752688172
140,Stuart,0.0,0.0,0.0
141,Leonard,40.0,197.0,20.304568527918782
141,Sheldon,45.0,197.0,22.84263959390863
141,Penny,35.0,197.0,17.766497461928935
141,Raj,18.0,197.0,9.137055837563452
141,Howard,27.0,197.0,13.705583756345177
141,Bernadette,9.0,197.0,4.568527918781726
141,Amy,23.0,197.0,11.6751269035533
141,Stuart,0.0,0.0,0.0
142,Leonard,29.0,172.0,16.86046511627907
142,Sheldon,46.0,172.0,26.744186046511626
142,Penny,14.0,172.0,8.13953488372093
142,Raj,25.0,172.0,14.534883720930234
142,Howard,31.0,172.0,18.023255813953487
142,Bernadette,6.0,172.0,3.488372093023256
142,Amy,21.0,172.0,12.209302325581394
142,Stuart,0.0,0.0,0.0
143,Leonard,42.0,176.0,23.863636363636363
143,Sheldon,37.0,176.0,21.022727272727273
143,Penny,34.0,176.0,19.318181818181817
143,Raj,23.0,176.0,13.068181818181818
143,Howard,13.0,176.0,7.386363636363637
143,Bernadette,15.0,176.0,8.522727272727272
143,Amy,12.0,176.0,6.8181818181818175
143,Stuart,0.0,0.0,0.0
144,Leonard,34.0,196.0,17.346938775510203
144,Sheldon,34.0,196.0,17.346938775510203
144,Penny,39.0,196.0,19.897959183673468
144,Raj,13.0,196.0,6.63265306122449
144,Howard,32.0,196.0,16.3265306122449
144,Bernadette,21.0,196.0,10.714285714285714
144,Amy,23.0,196.0,11.73469387755102
144,Stuart,0.0,0.0,0.0
145,Leonard,27.0,186.0,14.516129032258066
145,Sheldon,56.0,186.0,30.107526881720432
145,Penny,10.0,186.0,5.376344086021505
145,Raj,23.0,186.0,12.365591397849462
145,Howard,32.0,186.0,17.20430107526882
145,Bernadette,26.0,186.0,13.978494623655912
145,Amy,12.0,186.0,6.451612903225806
145,Stuart,0.0,0.0,0.0
146,Leonard,47.0,235.0,20.0
146,Sheldon,38.0,235.0,16.170212765957448
146,Penny,45.0,235.0,19.148936170212767
146,Raj,26.0,235.0,11.063829787234042
146,Howard,20.0,235.0,8.51063829787234
146,Bernadette,14.0,235.0,5.957446808510639
146,Amy,34.0,235.0,14.468085106382977
146,Stuart,11.0,235.0,4.680851063829787
147,Leonard,60.0,218.0,27.522935779816514
147,Sheldon,39.0,218.0,17.889908256880734
147,Penny,49.0,218.0,22.477064220183486
147,Raj,17.0,218.0,7.79816513761468
147,Howard,14.0,218.0,6.422018348623854
147,Bernadette,12.0,218.0,5.5045871559633035
147,Amy,17.0,218.0,7.79816513761468
147,Stuart,10.0,218.0,4.587155963302752
148,Leonard,41.0,228.0,17.982456140350877
148,Sheldon,42.0,228.0,18.421052631578945
148,Penny,40.0,228.0,17.543859649122805
148,Raj,18.0,228.0,7.894736842105263
148,Howard,20.0,228.0,8.771929824561402
148,Bernadette,19.0,228.0,8.333333333333332
148,Amy,30.0,228.0,13.157894736842104
148,Stuart,18.0,228.0,7.894736842105263
149,Leonard,34.0,181.0,18.784530386740332
149,Sheldon,42.0,181.0,23.204419889502763
149,Penny,24.0,181.0,13.259668508287293
149,Raj,27.0,181.0,14.917127071823206
149,Howard,30.0,181.0,16.574585635359114
149,Bernadette,11.0,181.0,6.077348066298343
149,Amy,13.0,181.0,7.18232044198895
149,Stuart,0.0,0.0,0.0
150,Leonard,33.0,186.0,17.741935483870968
150,Sheldon,48.0,186.0,25.806451612903224
150,Penny,32.0,186.0,17.20430107526882
150,Raj,15.0,186.0,8.064516129032258
150,Howard,14.0,186.0,7.526881720430108
150,Bernadette,12.0,186.0,6.451612903225806
150,Amy,32.0,186.0,17.20430107526882
150,Stuart,0.0,0.0,0.0
151,Leonard,40.0,225.0,17.77777777777778
151,Sheldon,44.0,225.0,19.555555555555557
151,Penny,31.0,225.0,13.777777777777779
151,Raj,29.0,225.0,12.88888888888889
151,Howard,41.0,225.0,18.22222222222222
151,Bernadette,24.0,225.0,10.666666666666668
151,Amy,16.0,225.0,7.111111111111111
151,Stuart,0.0,0.0,0.0
152,Leonard,20.0,206.0,9.70873786407767
152,Sheldon,44.0,206.0,21.35922330097087
152,Penny,24.0,206.0,11.650485436893204
152,Raj,42.0,206.0,20.388349514563107
152,Howard,37.0,206.0,17.96116504854369
152,Bernadette,10.0,206.0,4.854368932038835
152,Amy,29.0,206.0,14.077669902912621
152,Stuart,0.0,0.0,0.0
153,Leonard,24.0,217.0,11.059907834101383
153,Sheldon,46.0,217.0,21.19815668202765
153,Penny,32.0,217.0,14.746543778801843
153,Raj,36.0,217.0,16.589861751152075
153,Howard,25.0,217.0,11.52073732718894
153,Bernadette,20.0,217.0,9.216589861751153
153,Amy,20.0,217.0,9.216589861751153
153,Stuart,14.0,217.0,6.451612903225806
154,Leonard,29.0,197.0,14.720812182741117
154,Sheldon,42.0,197.0,21.31979695431472
154,Penny,35.0,197.0,17.766497461928935
154,Raj,29.0,197.0,14.720812182741117
154,Howard,6.0,197.0,3.0456852791878175
154,Bernadette,18.0,197.0,9.137055837563452
154,Amy,38.0,197.0,19.289340101522843
154,Stuart,0.0,0.0,0.0
155,Leonard,23.0,190.0,12.105263157894736
155,Sheldon,55.0,190.0,28.947368421052634
155,Penny,24.0,190.0,12.631578947368421
155,Raj,23.0,190.0,12.105263157894736
155,Howard,43.0,190.0,22.63157894736842
155,Bernadette,14.0,190.0,7.368421052631578
155,Amy,8.0,190.0,4.2105263157894735
155,Stuart,0.0,0.0,0.0
156,Leonard,30.0,179.0,16.75977653631285
156,Sheldon,45.0,179.0,25.139664804469277
156,Penny,44.0,179.0,24.581005586592177
156,Raj,23.0,179.0,12.849162011173185
156,Howard,16.0,179.0,8.938547486033519
156,Bernadette,6.0,179.0,3.35195530726257
156,Amy,15.0,179.0,8.379888268156424
156,Stuart,0.0,0.0,0.0
157,Leonard,44.0,189.0,23.28042328042328
157,Sheldon,48.0,189.0,25.396825396825395
157,Penny,39.0,189.0,20.634920634920633
157,Raj,16.0,189.0,8.465608465608465
157,Howard,14.0,189.0,7.4074074074074066
157,Bernadette,11.0,189.0,5.82010582010582
157,Amy,17.0,189.0,8.994708994708994
157,Stuart,0.0,0.0,0.0
158,Leonard,33.0,193.0,17.098445595854923
158,Sheldon,25.0,193.0,12.953367875647666
158,Penny,42.0,193.0,21.761658031088082
158,Raj,41.0,193.0,21.243523316062177
158,Howard,28.0,193.0,14.507772020725387
158,Bernadette,21.0,193.0,10.880829015544041
158,Amy,3.0,193.0,1.5544041450777202
158,Stuart,0.0,0.0,0.0
159,Leonard,65.0,239.0,27.19665271966527
159,Sheldon,54.0,239.0,22.594142259414227
159,Penny,34.0,239.0,14.225941422594143
159,Raj,9.0,239.0,3.765690376569038
159,Howard,18.0,239.0,7.531380753138076
159,Bernadette,17.0,239.0,7.112970711297072
159,Amy,22.0,239.0,9.205020920502092
159,Stuart,20.0,239.0,8.368200836820083
160,Leonard,30.0,183.0,16.39344262295082
160,Sheldon,41.0,183.0,22.404371584699454
160,Penny,30.0,183.0,16.39344262295082
160,Raj,17.0,183.0,9.289617486338798
160,Howard,27.0,183.0,14.754098360655737
